Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-21686][2020 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1+Redline 93 v400.ptm - Realtime: Stage1+Redline 93 v400.ptm]"
50.213,-2.34,-7.81,14.15,0.0,14.21,-4.87,14.70,0.59,14.76,190,1.000,0.00,0.00,1270,1208,0,8.50,1.65,147,136,15.34,1.74,201,1521,0.00,-4.24,0.000,9.1,0.00,0
50.300,-2.34,-7.81,14.17,0.0,14.21,-5.46,14.70,0.50,14.76,190,1.000,0.00,0.00,1180,438,0,10.50,1.59,147,136,12.64,1.48,201,1478,0.00,-3.50,0.000,7.1,0.00,0
50.360,-2.34,-7.81,14.17,0.0,14.21,-6.10,14.70,0.41,14.82,190,1.000,0.00,0.00,1108,438,0,10.50,1.25,147,136,10.07,1.42,201,1443,0.00,-2.65,0.000,7.1,0.00,0
50.416,-2.34,-7.81,14.14,0.0,14.21,-6.87,14.70,0.36,14.93,190,1.000,0.00,0.00,1041,438,0,11.00,0.91,147,136,8.67,1.32,201,1424,0.00,-1.80,0.000,5.9,0.00,0
50.473,-3.12,-7.81,14.14,0.0,14.21,-7.61,14.70,0.31,14.99,190,1.000,0.00,0.00,976,438,0,11.00,0.91,147,136,7.42,1.26,201,1406,0.00,-1.01,0.000,5.5,0.00,0
50.561,-3.12,-7.81,14.12,0.0,14.21,-8.44,14.70,0.27,15.05,190,1.000,0.00,0.00,906,438,0,11.00,0.89,147,136,6.22,1.20,201,1362,0.00,-0.03,0.000,5.1,0.00,0
50.614,-3.12,-7.81,14.08,0.0,14.21,-8.88,14.70,0.25,15.11,190,1.000,0.00,0.00,877,438,1,11.00,0.57,147,136,5.51,1.20,201,1322,0.00,0.61,0.000,5.5,0.00,0
50.700,-3.91,-7.81,14.05,0.0,14.21,-9.38,14.70,0.23,15.30,190,1.000,0.00,0.00,824,438,1,1.50,0.53,147,135,4.94,1.18,201,1217,0.00,1.42,0.000,5.5,0.00,0
50.756,-3.91,-7.81,14.03,0.0,14.21,-9.56,14.70,0.23,15.11,190,1.000,0.00,0.00,795,438,1,7.00,0.51,147,135,4.64,1.20,201,1146,0.00,2.01,0.000,5.9,0.00,0
50.828,-3.91,-7.81,14.03,0.0,14.21,-9.62,14.70,0.25,14.93,190,1.000,0.00,0.00,766,438,1,4.50,0.47,147,135,4.52,1.26,201,1064,0.00,2.49,0.000,6.3,0.00,0
50.872,-3.91,-7.81,14.06,0.0,14.21,-9.59,14.70,0.26,14.59,190,1.000,0.00,0.00,734,438,1,9.50,0.44,147,135,4.42,1.28,201,1003,0.00,2.86,0.000,6.3,0.00,0
50.936,-3.91,-7.81,14.10,0.0,14.21,-9.52,14.70,0.27,14.70,190,1.000,0.00,0.00,709,438,1,-2.50,0.61,147,135,4.30,1.26,201,917,0.00,3.16,0.000,6.3,0.00,0
50.992,-3.91,-7.81,14.16,0.0,14.21,-9.40,14.70,0.30,14.93,190,1.000,0.00,0.00,669,438,1,-2.00,0.57,147,135,4.24,1.26,201,848,0.00,3.35,0.000,6.3,0.00,0
51.048,-3.91,-7.81,14.22,0.0,14.21,-9.29,14.70,0.30,14.99,190,1.000,0.00,0.00,649,438,1,1.00,0.52,147,135,4.02,1.26,202,796,0.00,3.62,0.000,6.3,0.00,0
51.105,-3.91,-7.81,14.31,0.0,14.21,-9.09,14.70,0.32,14.87,190,1.000,0.00,0.00,618,438,1,4.00,0.50,147,135,4.10,1.26,202,751,0.00,3.51,0.000,6.7,0.00,0
51.178,-3.91,-7.81,14.40,0.0,14.21,-8.92,14.70,0.35,14.70,190,1.000,0.00,0.00,599,438,1,8.50,0.63,147,135,4.33,1.30,202,736,0.00,3.31,0.000,6.7,0.00,0
51.244,-3.91,-7.81,14.45,0.0,14.21,-8.65,14.70,0.37,14.59,190,1.000,0.00,0.00,566,438,1,9.00,0.62,147,135,4.67,1.30,202,726,0.00,3.08,0.000,7.1,0.00,0
51.287,-3.12,-7.81,14.53,0.0,14.21,-8.44,14.70,0.40,14.47,190,1.000,0.00,0.00,535,438,1,10.50,0.62,147,135,5.00,1.32,202,729,0.00,2.82,0.000,6.7,0.00,0
51.344,-3.12,-7.81,14.55,0.0,14.21,-8.16,14.70,0.43,14.47,190,1.000,0.00,0.00,495,438,1,10.50,0.78,147,135,5.31,1.32,202,734,0.00,2.59,0.000,6.7,0.00,0
51.422,-3.12,-7.81,14.60,0.0,14.21,-8.02,14.70,0.44,14.47,190,1.000,0.00,0.00,467,438,1,11.00,0.80,147,135,5.65,1.28,202,759,0.00,2.37,0.000,6.3,0.00,0
51.482,-3.12,-7.81,14.65,0.0,14.21,-7.94,14.77,0.44,14.64,190,1.000,0.00,0.00,427,438,1,8.50,0.84,147,135,5.81,1.24,202,789,0.00,2.31,0.000,5.5,0.00,0
51.569,-3.12,-7.81,14.69,0.0,14.21,-7.99,14.77,0.43,14.76,190,1.000,0.00,0.00,425,438,1,8.00,0.86,147,135,5.77,1.20,202,806,0.00,2.31,0.000,5.5,0.00,0
51.623,-3.12,-7.81,14.68,0.0,14.21,-8.08,14.77,0.41,14.76,190,1.000,0.00,0.00,405,438,1,7.50,0.85,147,135,5.52,1.18,202,795,0.00,2.38,0.000,5.5,0.00,0
51.698,-3.12,-7.81,14.71,0.0,14.21,-8.14,14.77,0.41,14.64,190,1.000,0.00,0.00,408,438,1,7.50,0.84,147,135,5.41,1.20,202,784,0.00,2.49,0.000,5.5,0.00,0
51.752,-3.12,-7.81,14.71,0.0,14.21,-8.19,14.77,0.41,14.70,190,1.000,0.00,0.00,388,438,1,7.50,0.82,147,136,5.28,1.20,202,761,0.00,2.54,0.000,5.9,0.00,0
51.809,-3.12,-7.81,14.70,0.0,14.21,-8.17,14.77,0.41,14.53,190,1.000,0.00,0.00,414,438,1,8.50,0.96,147,136,5.28,1.24,202,747,0.00,2.55,0.000,6.3,0.00,0
51.866,-3.12,-7.81,14.71,0.0,14.21,-8.11,14.77,0.44,14.53,190,1.000,0.00,0.00,395,438,1,9.00,0.94,147,136,5.34,1.26,202,724,0.00,2.49,0.000,6.3,0.00,0
51.923,-3.12,-7.81,14.70,0.0,14.21,-7.98,14.77,0.45,14.53,190,1.000,0.00,0.00,405,438,1,10.50,0.90,147,136,5.43,1.28,202,706,0.00,2.40,0.000,6.7,0.00,0
52.008,-3.12,-7.81,14.70,0.0,14.21,-7.78,14.77,0.49,14.53,190,1.000,0.00,0.00,385,438,1,10.50,1.03,147,136,5.69,1.30,202,687,0.00,2.19,0.000,7.1,0.00,0
52.072,-3.12,-7.81,14.70,0.0,14.21,-7.58,14.77,0.52,14.53,190,1.000,0.00,0.00,394,438,1,10.50,1.02,147,136,5.93,1.32,202,686,0.00,2.02,0.000,7.1,0.00,0
52.127,-3.12,-7.81,14.69,0.0,14.21,-7.41,14.77,0.54,14.59,190,1.000,0.00,0.00,380,438,1,9.50,1.19,147,136,6.32,1.34,202,695,0.00,1.82,0.000,6.7,0.00,0
52.183,-3.12,-7.81,14.69,0.0,14.21,-7.26,14.77,0.54,14.59,190,1.000,0.00,0.00,391,438,1,8.00,1.20,147,136,6.50,1.32,202,708,0.00,1.67,0.000,6.3,0.00,0
52.269,-3.91,-7.81,14.67,0.0,14.21,-7.17,14.77,0.54,14.59,190,1.000,0.00,0.00,410,438,1,9.00,1.22,147,136,6.75,1.26,202,735,0.00,1.57,0.000,8.7,0.00,0
52.325,-3.91,-7.81,14.63,0.0,14.21,-6.98,14.77,0.56,14.64,190,1.000,0.00,0.00,379,438,1,9.00,1.12,147,136,7.30,1.44,202,763,0.00,1.40,0.000,7.1,0.00,0
52.397,-3.91,-7.81,14.59,0.0,14.21,-6.87,14.77,0.56,14.64,190,1.000,0.00,0.00,402,438,1,6.00,1.19,147,136,7.65,1.36,202,812,0.00,1.24,0.000,5.5,0.00,0
52.451,-3.91,-7.81,14.48,0.0,14.21,-7.03,14.77,0.52,14.64,190,1.000,0.00,0.00,380,438,1,3.00,1.32,147,136,7.94,1.18,202,896,0.00,0.90,0.000,5.1,0.00,0
52.505,-4.69,-7.81,14.38,0.0,14.21,-7.33,14.77,0.48,14.64,190,1.000,0.00,0.00,399,438,1,2.00,1.39,147,136,7.72,1.18,202,961,0.00,0.92,0.000,5.1,0.00,0
52.562,-5.47,-7.81,14.30,0.0,14.21,-7.68,14.77,0.44,14.70,190,1.000,0.00,0.00,383,438,1,-1.50,1.28,147,136,7.45,1.16,202,1010,0.00,0.95,0.000,5.1,0.00,0
52.626,-5.47,-7.81,14.16,0.0,14.21,-8.02,14.77,0.40,14.64,190,1.000,0.00,0.00,406,438,1,-2.00,1.32,147,136,7.11,1.16,202,1044,0.00,1.08,0.000,5.1,0.00,0
52.698,-6.25,-7.81,14.11,0.0,14.21,-8.35,14.77,0.37,14.76,190,1.000,0.00,0.00,426,438,1,-4.00,1.13,147,136,6.73,1.18,202,1060,0.00,1.24,0.000,5.1,0.00,0
52.743,-6.25,-7.81,14.06,0.0,14.21,-8.66,14.77,0.36,14.82,190,1.000,0.00,0.00,420,438,1,-2.50,1.13,147,136,6.48,1.18,202,1071,0.00,1.47,0.000,5.5,0.00,0
52.806,-7.03,-7.81,14.01,0.0,14.21,-8.89,14.77,0.35,14.82,190,1.000,0.00,0.00,414,438,1,-2.50,0.92,147,136,6.20,1.20,202,1072,0.00,1.69,0.000,5.5,0.00,0
52.864,-7.03,-7.81,13.98,0.0,14.21,-9.09,14.77,0.34,14.82,190,1.000,0.00,0.00,412,438,1,-2.50,0.91,147,136,6.03,1.20,202,1068,0.00,1.91,0.000,5.5,0.00,0
52.938,-7.81,-7.81,13.94,0.0,14.21,-9.23,14.77,0.34,14.82,190,1.000,0.00,0.00,419,438,1,-2.00,0.91,147,136,5.90,1.20,202,1059,0.00,2.11,0.000,5.9,0.00,0
52.983,-7.81,-7.81,13.92,0.0,14.21,-9.35,14.77,0.32,14.82,190,1.000,0.00,0.00,425,438,1,-2.00,0.90,147,136,5.79,1.20,202,1046,0.00,2.30,0.000,5.9,0.00,0
53.046,-8.59,-7.81,13.91,0.0,14.21,-9.41,14.77,0.32,14.64,190,1.000,0.00,0.00,420,438,1,-2.50,0.88,147,136,5.68,1.22,202,1026,0.00,2.47,0.000,5.9,0.00,0
53.105,-8.59,-7.81,13.90,0.0,14.21,-9.45,14.77,0.32,14.64,190,1.000,0.00,0.00,434,438,1,-2.50,0.87,147,136,5.59,1.22,202,1009,0.00,2.63,0.000,5.9,0.00,0
53.171,-8.59,-7.81,13.92,0.0,14.21,-9.48,14.77,0.32,14.76,190,1.000,0.00,0.00,416,438,1,-2.50,0.85,147,136,5.52,1.24,202,989,0.00,2.75,0.000,5.9,0.00,0
53.225,-8.59,-7.81,13.91,0.0,14.21,-9.47,14.77,0.34,14.76,190,1.000,0.00,0.00,425,438,1,-2.50,0.84,147,136,5.48,1.24,202,973,0.00,2.85,0.000,5.9,0.00,0
53.297,-8.59,-7.81,13.94,0.0,14.21,-9.46,14.77,0.34,14.76,190,1.000,0.00,0.00,410,438,1,-2.00,0.82,147,136,5.49,1.24,202,960,0.00,2.93,0.000,6.3,0.00,0
53.351,-9.38,-7.81,13.95,0.0,14.21,-9.42,14.77,0.34,14.76,190,1.000,0.00,0.00,406,438,1,-1.50,0.81,147,136,5.50,1.24,202,947,0.00,2.99,0.000,6.3,0.00,0
53.407,-9.38,-7.81,13.97,0.0,14.21,-9.38,14.77,0.35,14.82,190,1.000,0.00,0.00,413,438,1,-1.00,0.80,147,136,5.49,1.24,202,933,0.00,2.99,0.000,6.3,0.00,0
53.480,-9.38,-7.81,14.01,0.0,14.21,-9.33,14.78,0.35,14.82,190,1.000,0.00,0.00,393,438,1,-1.00,0.79,147,136,5.53,1.24,202,927,0.00,3.02,0.000,6.3,0.00,0
53.524,-9.38,-7.81,14.00,0.0,14.21,-9.28,14.78,0.36,14.82,190,1.000,0.00,0.00,421,438,1,-0.50,0.98,147,136,5.56,1.24,202,919,0.00,3.02,0.000,6.3,0.00,0
53.587,-9.38,-7.81,14.04,0.0,14.21,-9.23,14.78,0.36,14.76,190,1.000,0.00,0.00,413,438,1,-0.50,0.97,147,136,5.56,1.24,202,908,0.00,3.00,0.000,6.3,0.00,0
53.657,-10.16,-7.81,14.05,0.0,14.21,-9.19,14.78,0.36,14.76,190,1.000,0.00,0.00,397,438,1,0.00,0.96,147,136,5.60,1.24,202,904,0.00,2.99,0.000,5.9,0.00,0
53.709,-10.16,-7.81,14.06,0.0,14.21,-9.16,14.78,0.37,14.82,190,1.000,0.00,0.00,410,438,1,0.00,0.96,147,136,5.62,1.24,202,898,0.00,2.98,0.000,5.9,0.00,0
53.767,-10.16,-7.81,14.10,0.0,14.21,-9.14,14.78,0.37,14.82,190,1.000,0.00,0.00,391,438,1,0.00,0.96,147,136,5.66,1.24,202,898,0.00,2.97,0.000,5.9,0.00,0
53.824,-10.16,-7.81,14.09,0.0,14.21,-9.10,14.78,0.37,14.82,190,1.000,0.00,0.00,397,438,1,-0.50,0.96,147,136,5.66,1.24,202,894,0.00,2.96,0.000,5.9,0.00,0
53.898,-10.16,-7.81,14.12,0.0,14.21,-9.09,14.78,0.37,14.82,190,1.000,0.00,0.00,402,438,1,-0.50,0.95,147,136,5.65,1.22,202,889,0.00,2.97,0.000,5.9,0.00,0
53.969,-10.16,-7.81,14.17,0.0,14.21,-9.08,14.78,0.37,14.82,190,1.000,0.00,0.00,373,438,1,-0.50,0.94,147,136,5.64,1.22,202,886,0.00,2.98,0.000,5.9,0.00,0
54.026,-10.16,-7.81,14.18,0.0,14.21,-9.06,14.78,0.37,14.82,190,1.000,0.00,0.00,406,438,1,-0.50,0.94,147,136,5.63,1.22,202,881,0.00,2.98,0.000,5.9,0.00,0
54.084,-10.16,-7.81,14.20,0.0,14.21,-9.05,14.78,0.37,14.82,190,1.000,0.00,0.00,394,438,0,0.00,0.94,147,136,5.59,1.20,202,875,0.00,3.00,0.000,5.9,0.00,0
54.158,-10.94,-7.81,14.21,0.0,14.21,-9.05,14.78,0.37,14.82,190,1.000,0.00,0.00,386,438,0,0.00,0.93,147,136,5.58,1.20,202,874,0.00,3.01,0.000,5.9,0.00,0
54.202,-10.94,-7.81,14.24,0.0,14.21,-9.04,14.78,0.37,14.82,190,1.000,0.00,0.00,396,438,0,0.00,0.93,147,136,5.58,1.22,202,874,0.00,2.99,0.000,5.9,0.00,0
54.262,-10.94,-7.81,14.26,0.0,14.21,-9.02,14.78,0.37,14.82,190,1.000,0.00,0.00,403,438,0,0.00,0.93,147,136,5.56,1.22,202,871,0.00,3.00,0.000,5.9,0.00,0
54.348,-10.94,-7.81,14.27,0.0,14.21,-9.02,14.78,0.37,14.82,190,1.000,0.00,0.00,396,438,0,0.50,0.93,147,136,5.56,1.20,202,871,0.00,3.00,0.000,5.5,0.00,0
54.406,-10.94,-7.81,14.27,0.0,14.21,-9.01,14.78,0.37,14.82,190,1.000,0.00,0.00,403,438,0,0.50,0.93,147,136,5.56,1.20,202,871,0.00,2.98,0.000,5.5,0.00,0
54.474,-10.94,-7.81,14.30,0.0,14.21,-9.01,14.78,0.37,14.82,190,1.000,0.00,0.00,384,438,0,0.50,0.93,147,136,5.59,1.20,202,876,0.00,2.96,0.000,5.5,0.00,0
54.528,-10.94,-7.81,14.29,0.0,14.21,-9.03,14.70,0.37,14.82,190,1.000,0.00,0.00,403,438,0,0.50,0.93,147,136,5.57,1.20,202,875,0.00,2.98,0.000,5.5,0.00,0
54.583,-10.94,-11.72,14.31,0.0,14.21,-9.05,14.70,0.37,14.76,190,1.000,0.00,0.00,395,438,0,0.50,0.93,147,136,5.55,1.20,202,876,0.00,2.99,0.000,5.5,0.00,0
54.646,-10.94,-18.75,14.33,0.0,14.21,-9.05,14.70,0.37,14.76,190,1.000,0.00,0.00,394,438,0,0.50,0.75,147,136,5.52,1.18,202,874,0.00,3.01,0.000,5.5,0.00,0
54.718,-10.94,-21.09,14.33,0.0,14.21,-9.06,14.70,0.37,14.76,190,1.000,0.00,0.00,412,438,0,0.50,0.74,147,136,5.45,1.20,202,867,0.00,3.06,0.000,5.5,0.00,0
54.764,-10.94,-24.22,14.33,0.0,14.21,-9.08,14.70,0.37,14.76,190,1.000,0.00,0.00,394,438,0,0.50,0.74,147,136,5.36,1.20,202,856,0.00,3.13,0.000,5.5,0.00,0
54.831,-10.94,-25.78,14.34,0.0,14.21,-9.06,14.70,0.37,14.82,190,1.000,0.00,0.00,388,438,0,1.50,0.72,147,136,5.23,1.20,202,835,0.00,3.23,0.000,5.5,0.00,0
54.888,-10.94,-27.34,14.35,0.0,14.21,-9.04,14.70,0.37,14.82,190,1.000,0.00,0.00,392,438,0,2.50,0.70,147,136,5.14,1.20,202,818,0.00,3.30,0.000,5.5,0.00,0
54.947,-11.72,-28.12,14.36,0.0,14.21,-9.02,14.70,0.37,14.82,190,1.000,0.00,0.00,401,438,0,3.50,0.69,147,136,5.06,1.20,202,799,0.00,3.37,0.000,5.9,0.00,0
55.006,-11.72,-28.91,14.37,0.0,14.21,-8.96,14.70,0.37,14.70,190,1.000,0.00,0.00,399,438,0,4.50,0.67,147,136,5.06,1.20,202,785,0.00,3.31,0.000,5.9,0.00,0
55.071,-11.72,-28.91,14.38,0.0,14.21,-8.89,14.70,0.39,14.64,190,1.000,0.00,0.00,391,438,0,5.00,0.66,147,136,5.10,1.22,202,770,0.00,3.25,0.000,5.9,0.00,0
55.126,-11.72,-28.91,14.39,0.0,14.21,-8.77,14.70,0.40,14.64,190,1.000,0.00,0.00,397,438,0,6.50,0.65,147,136,5.15,1.24,202,756,0.00,3.13,0.000,6.3,0.00,0
55.199,-11.72,-28.91,14.40,0.0,14.21,-8.66,14.70,0.41,14.47,190,1.000,0.00,0.00,385,438,0,7.00,0.64,147,136,5.32,1.24,202,746,0.00,3.01,0.000,6.3,0.00,0
55.243,-11.72,-28.91,14.44,0.0,14.21,-8.50,14.70,0.44,14.47,190,1.000,0.00,0.00,382,438,0,10.00,0.63,147,136,5.45,1.28,201,739,0.00,2.85,0.000,6.7,0.00,0
55.307,-11.72,-28.91,14.45,0.0,14.21,-8.35,14.70,0.45,14.47,190,1.000,0.00,0.00,375,438,0,10.50,0.63,147,136,5.68,1.28,201,737,0.00,2.71,0.000,6.7,0.00,0
55.366,-11.72,-28.91,14.52,0.0,14.21,-8.20,14.70,0.47,14.47,190,1.000,0.00,0.00,380,438,0,11.00,0.79,147,136,5.86,1.28,201,745,0.00,2.55,0.000,6.3,0.00,0
55.423,-11.72,-28.91,14.55,0.0,14.21,-8.09,14.70,0.47,14.47,190,1.000,0.00,0.00,390,438,0,11.00,0.80,147,136,6.03,1.28,201,748,0.00,2.45,0.000,6.3,0.00,0
55.499,-10.94,-28.91,14.64,0.0,14.21,-8.02,14.70,0.48,14.53,190,1.000,0.00,0.00,393,438,0,10.00,0.81,147,136,6.11,1.24,201,761,0.00,2.37,0.000,5.9,0.00,0
55.545,-10.94,-28.91,14.73,0.0,14.21,-8.01,14.70,0.47,14.53,190,1.000,0.00,0.00,377,438,0,10.00,0.82,147,136,6.15,1.24,201,775,0.00,2.37,0.000,5.9,0.00,0
55.608,-10.16,-28.91,14.86,0.0,14.21,-8.02,14.70,0.47,14.53,190,1.000,0.00,0.00,372,438,0,8.50,0.84,147,136,6.11,1.22,201,787,0.00,2.37,0.000,5.5,0.00,0
55.665,-10.16,-28.91,15.09,0.0,14.21,-8.08,14.70,0.44,14.59,190,1.000,0.00,0.00,376,438,0,8.00,0.85,147,136,6.09,1.20,201,810,0.00,2.38,0.000,5.5,0.00,0
55.737,-9.38,-28.91,15.25,0.0,14.21,-8.18,14.70,0.43,14.64,190,1.000,0.00,0.00,387,438,0,7.00,0.87,147,136,5.99,1.20,201,823,0.00,2.41,0.000,5.5,0.00,0
55.785,-7.81,-28.91,15.41,0.0,14.21,-8.26,14.70,0.43,14.70,190,1.000,0.00,0.00,389,438,0,6.50,0.88,147,136,5.93,1.20,201,832,0.00,2.44,0.000,5.5,0.00,0
55.851,-7.81,-28.91,15.57,0.0,14.21,-8.37,14.70,0.41,14.70,190,1.000,0.00,0.00,378,438,0,5.00,0.71,147,136,5.78,1.18,201,837,0.00,2.53,0.000,5.5,0.00,0
55.906,-7.81,-28.91,15.58,0.0,14.21,-8.47,14.70,0.40,14.76,190,1.000,0.00,0.00,369,438,0,5.00,0.72,147,136,5.70,1.18,201,838,0.00,2.62,0.000,5.5,0.00,0
55.977,-7.03,-28.91,15.72,0.0,14.21,-8.53,14.70,0.40,14.76,190,1.000,0.00,0.00,390,438,0,5.00,0.72,147,136,5.66,1.18,201,839,0.00,2.67,0.000,5.5,0.00,0
56.046,-6.25,-28.91,15.85,0.0,14.21,-8.58,14.70,0.40,14.76,190,1.000,0.00,0.00,389,438,0,5.00,0.71,147,136,5.53,1.20,201,827,0.00,2.80,0.000,5.5,0.00,0
56.088,-5.47,-28.91,15.89,0.0,14.21,-8.62,14.70,0.40,14.76,190,1.000,0.00,0.00,381,438,0,5.00,0.70,147,136,5.47,1.20,201,821,0.00,2.87,0.000,5.5,0.00,0
56.145,-5.47,-28.91,15.95,0.0,14.21,-8.62,14.70,0.40,14.76,190,1.000,0.00,0.00,386,438,0,5.50,0.70,147,136,5.45,1.22,201,814,0.00,2.91,0.000,5.9,0.00,0
56.215,-5.47,-28.91,16.04,0.0,14.21,-8.64,14.70,0.40,14.76,190,1.000,0.00,0.00,394,438,0,6.50,0.69,147,136,5.46,1.22,202,811,0.00,2.94,0.000,5.9,0.00,0
56.271,-4.69,-28.91,16.07,0.0,14.21,-8.62,14.70,0.40,14.76,190,1.000,0.00,0.00,391,438,0,6.50,0.69,147,136,5.52,1.22,202,814,0.00,2.90,0.000,5.9,0.00,0
56.324,-4.69,-28.91,16.07,0.0,14.21,-8.60,14.70,0.40,14.76,190,1.000,0.00,0.00,394,438,0,6.50,0.69,147,136,5.50,1.22,202,808,0.00,2.92,0.000,5.9,0.00,0
56.387,-3.91,-28.91,16.19,0.0,14.21,-8.61,14.70,0.40,14.76,190,1.000,0.00,0.00,381,438,0,6.50,0.69,147,136,5.55,1.22,202,809,0.00,2.91,0.000,5.9,0.00,0
56.445,-3.91,-28.91,16.20,0.0,14.21,-8.58,14.70,0.40,14.76,190,1.000,0.00,0.00,365,438,0,6.50,0.69,147,136,5.58,1.22,202,813,0.00,2.87,0.000,5.9,0.00,0
56.517,-3.12,-28.91,16.24,0.0,14.21,-8.58,14.70,0.41,14.70,190,1.000,0.00,0.00,397,438,0,6.50,0.69,147,136,5.63,1.22,201,815,0.00,2.85,0.000,5.9,0.00,0
56.563,-3.12,-28.91,16.27,0.0,14.21,-8.58,14.70,0.41,14.70,190,1.000,0.00,0.00,382,438,0,6.50,0.70,147,136,5.66,1.24,201,817,0.00,2.84,0.000,5.9,0.00,0
56.632,-3.12,-28.91,16.26,0.0,14.21,-8.56,14.70,0.41,14.70,190,1.000,0.00,0.00,393,438,0,6.00,0.70,147,136,5.68,1.24,201,818,0.00,2.82,0.000,5.9,0.00,0
56.687,-2.34,-28.91,16.39,0.0,14.21,-8.58,14.70,0.41,14.70,190,1.000,0.00,0.00,386,438,0,6.00,0.70,147,136,5.71,1.22,201,823,0.00,2.82,0.000,5.9,0.00,0
56.745,-2.34,-28.91,16.38,0.0,14.21,-8.59,14.70,0.41,14.70,190,1.000,0.00,0.00,393,438,0,6.00,0.70,147,136,5.73,1.22,201,829,0.00,2.80,0.000,5.9,0.00,0
56.818,-1.56,-28.91,16.39,0.0,14.21,-8.59,14.70,0.41,14.70,190,1.000,0.00,0.00,403,438,0,5.50,0.71,147,136,5.76,1.22,201,832,0.00,2.77,0.000,5.9,0.00,0
56.862,-1.56,-28.91,16.51,0.0,14.21,-8.61,14.70,0.41,14.70,190,1.000,0.00,0.00,387,438,0,5.00,0.89,147,136,5.77,1.22,201,836,0.00,2.77,0.000,5.5,0.00,0
56.924,-1.56,-28.91,16.45,0.0,14.21,-8.61,14.70,0.40,14.76,190,1.000,0.00,0.00,380,438,0,5.00,0.89,147,136,5.74,1.22,201,834,0.00,2.79,0.000,5.5,0.00,0
56.996,-0.78,-28.91,16.45,0.0,14.21,-8.61,14.70,0.40,14.76,190,1.000,0.00,0.00,403,438,0,5.00,0.71,147,136,5.77,1.22,201,839,0.00,2.76,0.000,5.5,0.00,0
57.049,-0.78,-28.91,16.53,0.0,14.21,-8.64,14.70,0.40,14.76,190,1.000,0.00,0.00,398,438,0,5.00,0.72,147,136,5.73,1.22,201,838,0.00,2.79,0.000,5.5,0.00,0
57.107,-0.78,-28.91,16.48,0.0,14.21,-8.64,14.70,0.40,14.76,190,1.000,0.00,0.00,390,438,0,5.00,0.72,147,136,5.76,1.22,201,842,0.00,2.77,0.000,5.5,0.00,0
57.176,-0.78,-28.91,16.44,0.0,14.21,-8.66,14.70,0.40,14.76,190,1.000,0.00,0.00,389,438,0,5.00,0.72,147,136,5.73,1.20,201,841,0.00,2.78,0.000,5.5,0.00,0
57.229,0.00,-28.91,16.48,0.0,14.21,-8.67,14.70,0.40,14.76,190,1.000,0.00,0.00,407,438,0,5.00,0.71,147,136,5.65,1.20,201,833,0.00,2.85,0.000,5.5,0.00,0
57.288,0.00,-28.91,16.47,0.0,14.21,-8.67,14.70,0.40,14.76,190,1.000,0.00,0.00,391,438,0,4.50,0.70,147,136,5.51,1.22,201,813,0.00,2.96,0.000,5.9,0.00,0
57.343,0.00,-28.91,16.45,0.0,14.21,-8.66,14.70,0.40,14.64,190,1.000,0.00,0.00,398,438,0,5.00,0.69,147,136,5.39,1.22,201,789,0.00,3.02,0.000,5.9,0.00,0
57.418,0.00,-28.91,16.44,0.0,14.21,-8.63,14.70,0.43,14.59,190,1.000,0.00,0.00,382,438,0,7.00,0.82,147,136,5.31,1.24,201,738,0.00,2.98,0.000,6.3,0.00,0
57.463,0.00,-28.91,16.44,0.0,14.21,-8.44,14.70,0.47,14.47,190,1.000,0.00,0.00,382,438,0,7.00,0.79,147,136,5.48,1.30,201,704,0.00,2.80,0.000,8.3,0.00,0
57.526,0.78,-28.91,16.39,0.0,14.21,-7.92,14.70,0.58,14.47,190,1.000,0.00,0.00,364,438,0,10.00,0.71,147,136,6.33,1.54,201,639,0.00,2.36,0.010,10.6,0.00,0
57.585,1.56,-28.91,16.46,0.0,14.21,-6.94,14.63,0.94,14.64,190,1.000,0.00,0.00,370,438,0,4.50,0.67,147,136,9.53,1.66,201,602,0.00,1.30,0.070,16.5,0.00,0
57.643,1.56,-28.91,16.50,0.0,14.21,-5.53,14.57,1.07,14.64,190,1.000,0.00,0.00,374,438,0,-11.50,1.26,147,136,10.03,1.76,201,558,0.00,-0.11,0.413,14.6,0.00,0
57.711,1.56,-28.91,16.51,0.0,14.21,-4.29,14.57,1.09,14.59,190,1.000,0.00,0.00,407,438,0,-11.50,1.17,147,136,9.64,1.76,201,529,0.00,-1.35,0.805,12.6,0.00,0
